Rank;Final Worth;Person Name;Age;Country;City;Source;Industries;Country Of Citizenship;Organization;Self Made;Status;Gender;Birth Date;Last Name;First Name; Title;Date;Birth Year;Birth Month;Birth Day;CPI Country;CPI Change Country;GDP Country;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
89;18500;Harold Hamm & family;77;United States;Oklahoma City;Oil & gas;Energy;United States;Continental Resources Inc. ;TRUE;U;M;12/11/1945 00:00;Hamm;Harold;Chairman and CEO;04/04/2023 05:01;1945;12;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
89;18500;David Tepper;65;United States;Palm Beach;Hedge funds;Finance & Investments;United States;Appaloosa Management;TRUE;U;M;09/11/1957 00:00;Tepper;David;President and Founder;04/04/2023 05:01;1957;9;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
89;18500;Gennady Timchenko;70;Russia;Moscow;Oil, gas;Energy;Russia;;TRUE;U;M;11/09/1952 00:00;Timchenko;Gennady;;04/04/2023 05:01;1952;11;9;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
92;18000;Daniel Gilbert;61;United States;Franklin;Quicken Loans;Finance & Investments;United States;;TRUE;D;M;1/17/1962 0:00;Gilbert;Daniel;;04/04/2023 05:01;1962;1;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
93;17700;Lakshmi Mittal;72;United Kingdom;London;Steel;Metals & Mining;India;ArcelorMittal (ADR);FALSE;D;M;6/15/1950 0:00;Mittal;Lakshmi;Chairman and CEO;04/04/2023 05:01;1950;6;15;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
94;17500;Steve Cohen;66;United States;Greenwich;Hedge funds;Finance & Investments;United States;Point72 Asset Management;TRUE;U;M;06/11/1956 00:00;Cohen;Steve;Founder;04/04/2023 05:01;1956;6;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
94;17500;Carl Icahn;87;United States;Indian Creek;Investments;Finance & Investments;United States;Icahn Capital Management;TRUE;U;M;2/16/1936 0:00;Icahn;Carl;Founder;04/04/2023 05:01;1936;2;16;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
94;17500;Savitri Jindal & family;73;India;Hisar;Steel;Metals & Mining;India;;FALSE;D;F;3/20/1950 0:00;Jindal;Savitri;;04/04/2023 05:01;1950;3;20;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
97;17400;Donald Bren;90;United States;Newport Beach;Real estate;Real Estate;United States;Irvine Company;TRUE;U;M;05/11/1932 00:00;Bren;Donald;Chairman;04/04/2023 05:01;1932;5;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
97;17400;John Menard, Jr.;83;United States;Eau Claire;Home improvement stores;Fashion & Retail;United States;Menard, Inc.;TRUE;U;M;1/22/1940 0:00;Menard;John;Founder;04/04/2023 05:01;1940;1;22;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
99;17100;Rupert Murdoch & family;92;United States;New York;Newspapers, TV network;Media & Entertainment;United States;News Corp Class A;FALSE;D;M;03/11/1931 00:00;Murdoch;Rupert;Chairman and CEO;04/04/2023 05:01;1931;3;11;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
100;16700;Vicky Safra & family;70;Switzerland;Crans-Montana;Banking;Finance & Investments;Brazil;;FALSE;U;F;01/01/1953 00:00;Safra;Vicky;;04/04/2023 05:01;1953;1;1;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
101;16500;Theo Albrecht, Jr. & family;72;Germany;Mulheim an der Ruhr;Aldi, Trader Joe's;Fashion & Retail;Germany;;FALSE;D;M;01/01/1951 00:00;Albrecht;Theo;;04/04/2023 05:01;1951;1;1;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
101;16500;Renata Kellnerova & family;55;Czech Republic;Prague;Finance, telecommunications;Finance & Investments;Czech Republic;;FALSE;D;F;07/04/1967 00:00;Kellnerova;Renata;;04/04/2023 05:01;1967;7;4;116.48;2.8;$246,489,245,495 ;64.1;100.7;79;14.9;46.1;10669709;49.817.492;15.472.962
103;16300;Li Xiting;72;China;Shenzhen;medical devices;Healthcare;Singapore;;TRUE;D;M;01/01/1951 00:00;Li;Xiting;;04/04/2023 05:01;1951;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
104;16200;Stefan Persson;75;Sweden;Stockholm;H&M;Fashion & Retail;Sweden;Hennes & Mauritz Unsponsored ADR;FALSE;D;M;10/04/1947 00:00;Persson;Stefan;Chairman;04/04/2023 05:01;1947;10;4;110.51;1.8;$530,832,908,738 ;67;126.6;82.5;27.9;49.1;10285453;60.128.161;18.643.501
104;16200;Eric Schmidt;67;United States;Atherton;Google;Technology;United States;;TRUE;D;M;4/27/1955 0:00;Schmidt;Eric;;04/04/2023 05:01;1955;4;27;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
106;16000;Michael Platt;55;Switzerland;Geneva;Hedge funds;Finance & Investments;United Kingdom;BlueCrest Capital Management;TRUE;U;M;3/18/1968 0:00;Platt;Michael;Founder ;04/04/2023 05:01;1968;3;18;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
107;15900;Pang Kang;67;China;Foshan;Soy sauce;Food & Beverage;China;;TRUE;D;M;1/19/1956 0:00;Pang;Kang;;04/04/2023 05:01;1956;1;19;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
108;15800;Karl Albrecht Jr. & family;;Germany;;Supermarkets;Fashion & Retail;Germany;;FALSE;Split Family Fortune;M;;Albrecht Jr.;Karl;;04/04/2023 05:01;;;;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
108;15800;Beate Heister;;;;Supermarkets;Fashion & Retail;Germany;;FALSE;Split Family Fortune;F;;Heister;Beate;;04/04/2023 05:01;;;;;;;;;;;;;;
108;15800;Jorge Paulo Lemann & family;83;Switzerland;Zurich;Beer;Food & Beverage;Brazil;;TRUE;U;M;8/26/1939 0:00;Lemann;Jorge Paulo;Investor, Philanthropist;04/04/2023 05:01;1939;8;26;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
108;15800;Peter Woo;76;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;D;M;09/05/1946 00:00;Woo;Peter;;04/04/2023 05:01;1946;9;5;;;;;;;;;;;
112;15600;Dilip Shanghvi;67;India;Mumbai;Pharmaceuticals;Healthcare;India;;TRUE;E;M;10/01/1955 00:00;Shanghvi;Dilip;;04/04/2023 05:01;1955;10;1;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
113;15500;Robert Pera;45;United States;San Jose;Wireless networking;Technology;United States;Ubiquiti;TRUE;U;M;03/10/1978 00:00;Pera;Robert;Chief Executive Officer;04/04/2023 05:01;1978;3;10;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
114;15300;Radhakishan Damani;68;India;Mumbai;Retail, investments;Fashion & Retail;India;;TRUE;D;M;01/01/1955 00:00;Damani;Radhakishan;;04/04/2023 05:01;1955;1;1;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
115;15200;Huang Shilin;56;China;Ningde;Batteries;Automotive;China;;TRUE;D;M;01/01/1967 00:00;Huang;Shilin;;04/04/2023 05:01;1967;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
116;14900;Dhanin Chearavanont;83;Thailand;Bangkok;Diversified;Diversified;Thailand;;FALSE;U;M;4/19/1939 0:00;Chearavanont;Dhanin;;04/04/2023 05:01;1939;4;19;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
116;14900;David Green & family;81;United States;Oklahoma City;Retail;Fashion & Retail;United States;Hobby Lobby;TRUE;U;M;11/13/1941 0:00;Green;David;CEO;04/04/2023 05:01;1941;11;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
118;14800;Charoen Sirivadhanabhakdi;78;Thailand;Bangkok;Alcohol, real estate;Food & Beverage;Thailand;;TRUE;U;M;05/02/1944 00:00;Sirivadhanabhakdi;Charoen;;04/04/2023 05:01;1944;5;2;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
119;14700;Charlene de Carvalho-Heineken & family;68;United Kingdom;London;Heineken;Food & Beverage;Netherlands;;FALSE;D;F;6/30/1954 0:00;de Carvalho-Heineken;Charlene;;04/04/2023 05:01;1954;6;30;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
120;14600;Xu Hang;60;China;Shenzhen;Medical devices;Healthcare;Hong Kong;;TRUE;D;M;5/22/1962 0:00;Xu;Hang;;04/04/2023 05:01;1962;5;22;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
121;14500;Wei Jianjun & family;59;China;Baoding;Automobiles;Automotive;China;;TRUE;D;M;03/01/1964 00:00;Wei;Jianjun;;04/04/2023 05:01;1964;3;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
122;14400;Alisher Usmanov;69;Uzbekistan;Tashkent;Steel, telecom, investments;Metals & Mining;Russia;Metalloinvest;TRUE;U;M;09/09/1953 00:00;Usmanov;Alisher;Founder;04/04/2023 05:01;1953;9;9;;;$57,921,286,440 ;10.1;104.2;71.6;14.8;31.6;33580650;41.377.491;64.585.262
123;14300;Goh Cheng Liang;95;Singapore;Singapore;Paints;Manufacturing;Singapore;;TRUE;U;M;6/27/1927 0:00;Goh;Cheng Liang;;04/04/2023 05:01;1927;6;27;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
124;14200;Kumar Birla;55;India;Mumbai;Commodities;Diversified;India;;FALSE;D;M;6/14/1967 0:00;Birla;Kumar;;04/04/2023 05:01;1967;6;14;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
124;14200;Aliko Dangote;65;Nigeria;Lagos;Cement, sugar;Manufacturing;Nigeria;Dangote Group;TRUE;U;M;04/10/1957 00:00;Dangote;Aliko;CEO;04/04/2023 05:01;1957;4;10;267.51;11.4;$448,120,428,859 ;10.2;84.7;54.3;1.5;34.8;200963599;9.081.999;8.675.277
126;14100;Kwong Siu-hing;93;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;U;F;12/02/1929 00:00;Kwong;Siu-hing;;04/04/2023 05:01;1929;12;2;;;;;;;;;;;
127;14000;Idan Ofer;67;United Kingdom;London;Shipping;Diversified;Israel;;FALSE;U;M;10/02/1955 00:00;Ofer;Idan;;04/04/2023 05:01;1955;10;2;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
128;13900;Chen Bang;57;China;Changsha;Hospitals;Healthcare;China;;TRUE;U;M;09/01/1965 00:00;Chen;Bang;;04/04/2023 05:01;1965;9;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
128;13900;Lui Che Woo;94;Hong Kong;Hong Kong;Casinos/hotels;Gambling & Casinos;Hong Kong;;TRUE;U;M;04/01/1929 00:00;Lui;Che Woo;;04/04/2023 05:01;1929;4;1;;;;;;;;;;;
130;13700;John Fredriksen;78;United Kingdom;London;Shipping;Logistics;Cyprus;;TRUE;U;M;02/01/1945 00:00;Fredriksen;John;Investor;04/04/2023 05:01;1945;2;1;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
130;13700;Diane Hendricks;76;United States;Afton;Building supplies;Construction & Engineering;United States;ABC Supply;TRUE;U;F;03/02/1947 00:00;Hendricks;Diane;Cofounder;04/04/2023 05:01;1947;3;2;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
130;13700;Jan Koum;47;United States;Atherton;WhatsApp;Technology;United States;WhatsApp Inc.;TRUE;U;M;2/24/1976 0:00;Koum;Jan;CEO, cofounder;04/04/2023 05:01;1976;2;24;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
133;13300;Jerry Jones;80;United States;Dallas;Dallas Cowboys;Sports;United States;Dallas Cowboys;TRUE;U;M;10/13/1942 0:00;Jones;Jerry;President and General Manager;04/04/2023 05:01;1942;10;13;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
133;13300;George Kaiser;80;United States;Tulsa;Oil & gas, banking;Energy;United States;BOK Financial Corp.;FALSE;U;M;7/29/1942 0:00;Kaiser;George;Chairman;04/04/2023 05:01;1942;7;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
133;13300;Joseph Lau;71;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;TRUE;D;M;7/21/1951 0:00;Lau;Joseph;;04/04/2023 05:01;1951;7;21;;;;;;;;;;;
136;13200;Lu Xiangyang;60;China;Guangzhou;Automobiles, batteries;Automotive;China;;TRUE;D;M;12/28/1962 0:00;Lu;Xiangyang;;04/04/2023 05:01;1962;12;28;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
137;13100;Harry Triguboff;90;Australia;Sydney;Real estate;Real Estate;Australia;;TRUE;U;M;03/03/1933 00:00;Triguboff;Harry;;04/04/2023 05:01;1933;3;3;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
138;12900;Uday Kotak;64;India;Mumbai;Banking;Finance & Investments;India;;TRUE;D;M;3/15/1959 0:00;Kotak;Uday;;04/04/2023 05:01;1959;3;15;180.44;7.7;$2,611,000,000,000 ;28.1;113;69.4;11.2;49.7;1366417754;20.593.684;7.896.288
138;12900;Stanley Kroenke;75;United States;Electra;Sports, real estate;Sports;United States;;TRUE;U;M;7/29/1947 0:00;Kroenke;Stanley;;04/04/2023 05:01;1947;7;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
140;12600;Mikhail Fridman;58;United Kingdom;London;Oil, banking, telecom;Energy;Russia;;TRUE;U;M;4/21/1964 0:00;Fridman;Mikhail;;04/04/2023 05:01;1964;4;21;119.62;1.7;$2,827,113,184,696 ;60;101.2;81.3;25.5;30.6;66834405;55.378.051;-3.435.973
141;12300;Sarath Ratanavadi;57;Thailand;Bangkok;Energy;Energy;Thailand;;TRUE;U;M;07/12/1965 00:00;Ratanavadi;Sarath;;04/04/2023 05:01;1965;7;12;113.27;0.7;$543,649,976,166 ;49.3;99.8;76.9;14.9;29.5;69625582;15.870.032;100.992.541
142;12200;Dang Yanbao;50;China;Yinchuan;Coal;Metals & Mining;China;;TRUE;D;M;02/01/1973 00:00;Dang;Yanbao;;04/04/2023 05:01;1973;2;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
142;12200;Jiang Rensheng & family;69;China;Chongqing;Vaccines;Healthcare;China;;TRUE;D;M;10/08/1953 00:00;Jiang;Rensheng;;04/04/2023 05:01;1953;10;8;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
144;12100;Shahid Khan;72;United States;Naples;Auto parts;Automotive;United States;;TRUE;U;M;7/18/1950 0:00;Khan;Shahid;;04/04/2023 05:01;1950;7;18;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
145;12000;Laurene Powell Jobs & family;59;United States;Palo Alto;Apple, Disney;Technology;United States;Emerson Collective;FALSE;D;F;11/06/1963 00:00;Powell Jobs;Laurene;Investor, Philanthropist;04/04/2023 05:01;1963;11;6;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
146;11800;Robert Kuok;99;Hong Kong;Hong Kong;Palm oil, shipping, property;Diversified;Malaysia;;TRUE;U;M;10/06/1923 00:00;Kuok;Robert;;04/04/2023 05:01;1923;10;6;;;;;;;;;;;
147;11600;Stephen Ross;82;United States;New York;Real estate;Real Estate;United States;;TRUE;U;M;05/10/1940 00:00;Ross;Stephen;;04/04/2023 05:01;1940;5;10;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
148;11500;Pavel Durov;38;United Arab Emirates;Dubai;Messaging app;Technology;United Arab Emirates;;TRUE;D;M;10/10/1984 00:00;Durov;Pavel;;04/04/2023 05:01;1984;10;10;114.52;-1.9;$421,142,267,938 ;36.8;108.4;77.8;0.1;15.9;9770529;23.424.076;53.847.818
148;11500;Andreas Struengmann & family;73;Germany;Tegernsee;Pharmaceuticals;Healthcare;Germany;;TRUE;D;M;2/16/1950 0:00;Struengmann;Andreas;;04/04/2023 05:01;1950;2;16;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
148;11500;Thomas Struengmann & family;73;Germany;Tegernsee;Pharmaceuticals;Healthcare;Germany;;TRUE;D;M;2/16/1950 0:00;Struengmann;Thomas;;04/04/2023 05:01;1950;2;16;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
151;11400;Liu Hanyuan;59;China;Chengdu;Agribusiness;Food & Beverage;China;;TRUE;D;M;01/01/1964 00:00;Liu;Hanyuan;;04/04/2023 05:01;1964;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
151;11400;Michael Rubin;50;United States;Bryn Mawr;Online retail;Fashion & Retail;United States;Kynetic;TRUE;U;M;7/21/1972 0:00;Rubin;Michael;CEO;04/04/2023 05:01;1972;7;21;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
153;11300;Israel Englander;74;United States;New York;Hedge funds;Finance & Investments;United States;Millennium Management, L.L.C.;TRUE;D;M;9/30/1948 0:00;Englander;Israel;Founder;04/04/2023 05:01;1948;9;30;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
153;11300;Viatcheslav Kantor;69;Israel;Herzliya;Fertilizer, real estate;Manufacturing;Russia;;TRUE;U;M;09/08/1953 00:00;Kantor;Viatcheslav;;04/04/2023 05:01;1953;9;8;108.15;0.8;$395,098,666,122 ;63.4;104.9;82.8;23.1;25.3;9053300;31.046.051;34.851.612
153;11300;Anthony Pratt;62;Australia;Melbourne;Manufacturing;Manufacturing;Australia;;FALSE;D;M;04/11/1960 00:00;Pratt;Anthony;;04/04/2023 05:01;1960;4;11;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
153;11300;Mikhail Prokhorov;57;Switzerland;Frauenfeld;Investments;Finance & Investments;Russia;;TRUE;U;M;05/03/1965 00:00;Prokhorov;Mikhail;;04/04/2023 05:01;1965;5;3;99.55;0.4;$703,082,435,360 ;59.6;105.2;83.6;10.1;28.8;8574832;46.818.188;8.227.512
157;11100;Giorgio Armani;88;Italy;Milan;Luxury goods;Fashion & Retail;Italy;;TRUE;U;M;07/11/1934 00:00;Armani;Giorgio;;04/04/2023 05:01;1934;7;11;110.62;0.6;$2,001,244,392,042 ;61.9;101.9;82.9;24.3;59.1;60297396;4.187.194;1.256.738
157;11100;Johann Rupert & family;72;South Africa;Cape Town;Luxury goods;Fashion & Retail;South Africa;;FALSE;U;M;06/01/1950 00:00;Rupert;Johann;;04/04/2023 05:01;1950;6;1;158.93;4.1;$351,431,649,241 ;22.4;100.9;63.9;27.5;29.2;58558270;-30.559.482;22.937.506
159;11000;Gong Hongjia & family;58;Hong Kong;Hong Kong;Video surveillance;Finance & Investments;Hong Kong;;TRUE;D;M;01/01/1965 00:00;Gong;Hongjia;;04/04/2023 05:01;1965;1;1;;;;;;;;;;;
159;11000;Zhang Zhidong;51;China;Shenzhen;Internet media;Technology;China;;TRUE;D;M;01/01/1972 00:00;Zhang;Zhidong;;04/04/2023 05:01;1972;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
161;10900;Philip Anschutz;83;United States;Denver;Energy, sports, entertainment;Finance & Investments;United States;;FALSE;E;M;12/28/1939 0:00;Anschutz;Philip;;04/04/2023 05:01;1939;12;28;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
161;10900;Judy Love & family;85;United States;Oklahoma City;Gas stations;Fashion & Retail;United States;Love's Travel Stops and Country Stores;TRUE;U;F;6/17/1937 0:00;Love;Judy;Chairman and CEO;04/04/2023 05:01;1937;6;17;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
161;10900;Ricardo Salinas Pliego & family;67;Mexico;Mexico City;Retail, media;Fashion & Retail;Mexico;;FALSE;D;M;10/19/1955 0:00;Salinas Pliego;Ricardo;;04/04/2023 05:01;1955;10;19;141.54;3.6;$1,258,286,717,125 ;40.2;105.8;75;13.1;55.1;126014024;23.634.501;-102.552.784
164;10700;Donald Newhouse;93;United States;New York;Media;Media & Entertainment;United States;;FALSE;D;M;08/05/1929 00:00;Newhouse;Donald;;04/04/2023 05:01;1929;8;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
165;10600;Robert Kraft;81;United States;Brookline;Manufacturing, New England Patriots;Sports;United States;The Kraft Group;TRUE;U;M;06/05/1941 00:00;Kraft;Robert;Chairman & CEO;04/04/2023 05:01;1941;6;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
165;10600;Marcel Herrmann Telles;73;Brazil;Sao Paulo;Beer;Food & Beverage;Brazil;;TRUE;U;M;01/01/1950 00:00;Telles;Marcel Herrmann;;04/04/2023 05:01;1950;1;1;167.4;3.7;$1,839,758,040,766 ;51.3;115.4;75.7;14.2;65.1;212559417;-14.235.004;-5.192.528
167;10500;Suleiman Kerimov & family;57;Russia;Moscow;Gold;Finance & Investments;Russia;;TRUE;U;M;03/12/1966 00:00;Kerimov & family;Suleiman;;04/04/2023 05:01;1966;3;12;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
167;10500;Sky Xu;39;China;Guangzhou;E-commerce;Fashion & Retail;China;;TRUE;U;M;01/01/1984 00:00;Xu;Sky;;04/04/2023 05:01;1984;1;1;125.08;2.9;$19,910,000,000,000 ;50.6;100.2;77;9.4;59.2;1397715000;3.586.166;104.195.397
167;10500;Changpeng Zhao;45;United Arab Emirates;Dubai;Cryptocurrency exchange;Finance & Investments;Canada;;TRUE;D;M;09/10/1977 00:00;Zhao;Changpeng;;04/04/2023 05:01;1977;9;10;114.52;-1.9;$421,142,267,938 ;36.8;108.4;77.8;0.1;15.9;9770529;23.424.076;53.847.818
170;10300;Andrew Beal;70;United States;Dallas;Banks, real estate;Finance & Investments;United States;;TRUE;U;M;11/29/1952 0:00;Beal;Andrew;;04/04/2023 05:01;1952;11;29;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
171;10200;Mike Cannon-Brookes;43;Australia;Sydney;Software;Technology;Australia;;TRUE;D;M;11/17/1979 0:00;Cannon-Brookes;Mike;;04/04/2023 05:01;1979;11;17;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
171;10200;Carl Cook;60;United States;Bloomington;Medical devices;Healthcare;United States;;FALSE;D;M;8/19/1962 0:00;Cook;Carl;;04/04/2023 05:01;1962;8;19;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
171;10200;David Duffield;82;United States;Incline Village;Business software;Technology;United States;Workday;TRUE;D;M;9/21/1940 0:00;Duffield;David;Chairman and Cofounder;04/04/2023 05:01;1940;9;21;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
171;10200;Jeffery Hildebrand;64;United States;Houston;Oil;Energy;United States;;TRUE;U;M;03/05/1959 00:00;Hildebrand;Jeffery;;04/04/2023 05:01;1959;3;5;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
171;10200;Viktor Rashnikov;74;Russia;Magnitogorsk;Steel;Manufacturing;Russia;;TRUE;U;M;10/13/1948 0:00;Rashnikov;Viktor;;04/04/2023 05:01;1948;10;13;180.75;4.5;$1,699,876,578,871 ;81.9;102.6;72.7;11.4;46.2;144373535;6.152.401;105.318.756
171;10200;Eduardo Saverin;41;Singapore;Singapore;Facebook;Technology;Brazil;Meta Platforms;TRUE;D;M;3/19/1982 0:00;Saverin;Eduardo;Investor;04/04/2023 05:01;1982;3;19;114.41;0.6;$372,062,527,489 ;84.8;100.6;83.1;13.1;21;5703569;1.352.083;103.819.836
171;10200;Georg Schaeffler;58;Germany;Herzogenaurach;Auto parts;Automotive;Germany;;FALSE;U;M;10/19/1964 0:00;Schaeffler;Georg;;04/04/2023 05:01;1964;10;19;112.85;1.4;$3,845,630,030,824 ;70.2;104;80.9;11.5;48.8;83132799;51.165.691;10.451.526
171;10200;Christy Walton;74;United States;Jackson;Walmart;Fashion & Retail;United States;;FALSE;U;F;02/08/1949 00:00;Walton;Christy;;04/04/2023 05:01;1949;2;8;117.24;7.5;$21,427,700,000,000 ;88.2;101.8;78.5;9.6;36.6;328239523;3.709.024;-95.712.891
179;10100;Scott Farquhar;43;Australia;Sydney;Software;Technology;Australia;;TRUE;D;M;12/17/1979 0:00;Farquhar;Scott;;04/04/2023 05:01;1979;12;17;119.8;1.6;$1,392,680,589,329 ;113.1;100.3;82.7;23;47.4;25766605;-25.274.398;133.775.136
